rank,name,school,division,flight,wins,losses,TGRS,TGRS_scaled,ts_rating,ts_mu,local_ts_mu,ts_sigma,reachability,local_reachability,sos,local_sos,quality_wins,won_after_set1_loss,vs_weaker_opp,vs_mid_opp,vs_top_opp,last_match_date,reason_below
128,Braylon Coggins,Clio,overall,3,8,7,122.98,29.2,8.82,24.92,24.92,5.37,35,35,17.66,17.66,0,3/10 (30%),8-6 (57%),,0-1 (0%),2026-09-22,Lost head-to-head vs player above
129,Kaiden DuRussel,Bay City Central,overall,3,6,7,146.64,32.4,14.21,29.63,29.63,5.14,31,31,27.06,27.06,0,2/8 (25%),5-1 (83%),1-2 (33%),0-4 (0%),2026-09-22,Worse score margin vs common opponents
130,John Polster,Dearborn Edsel Ford,overall,3,5,4,85.42,24.2,9.26,26.07,26.07,5.6,12,12,27.11,27.11,1,1/4 (25%),3-0 (100%),1-1 (50%),0-3 (0%),2026-09-17,Lower TrueSkill rating
131,Shay Chismody,West Bloomfield,overall,3,2,3,97.47,25.8,7.84,25.84,25.84,6.0,21,21,32.48,32.48,0,0/3 (0%),1-0 (100%),,0-3 (0%),2026-09-15,Lower TrueSkill rating
132,Parker Rayner,Oxford,overall,3,5,4,69.98,22.1,3.83,21.81,21.81,6.0,20,20,21.57,21.57,0,0/4 (0%),3-0 (100%),1-3 (25%),0-1 (0%),2026-09-21,Lost head-to-head vs player above
133,Jack Park,Utica,overall,3,2,7,57.54,20.4,-0.32,17.88,17.88,6.07,22,22,30.28,30.28,0,1/6 (17%),1-0 (100%),0-4 (0%),0-3 (0%),2026-09-22,Lower TrueSkill rating
134,Jack Totin,Grosse Pointe North,overall,3,5,13,71.93,22.4,3.05,20.9,20.9,5.95,21,21,26.35,26.35,1,0/12 (0%),3-2 (60%),2-3 (40%),0-6 (0%),2026-09-18,Lost head-to-head vs player above
135,Cormac Custance,Fraser,overall,3,8,5,87.78,24.5,7.75,23.95,23.95,5.4,17,17,23.98,23.98,2,0/5 (0%),4-1 (80%),2-2 (50%),0-2 (0%),2026-09-18,Lost head-to-head vs player above
136,Logan Gillis,Bay City Western,overall,3,5,5,80.1,23.5,8.29,23.77,23.77,5.16,13,13,25.16,25.16,0,0/5 (0%),3-0 (100%),0-3 (0%),0-2 (0%),2026-09-22,Lower TrueSkill rating
137,Jacob Pittel,Pontiac Notre Dame Prep,overall,3,2,4,79.15,23.3,7.68,23.51,23.51,5.28,15,15,21.47,21.47,0,0/4 (0%),2-3 (40%),,0-1 (0%),2026-09-22,Lower TrueSkill rating
138,Jayce Eshleman,Monroe,overall,3,5,5,70.45,22.2,7.4,23.04,23.04,5.21,11,11,22.75,22.75,0,1/5 (20%),3-1 (75%),0-1 (0%),0-3 (0%),2026-09-15,Lower TrueSkill rating
139,Parker Hughes,East Lansing,overall,3,1,3,58.38,20.6,0.8,19.21,19.21,6.14,19,19,32.74,32.74,0,0/3 (0%),1-1 (50%),,0-2 (0%),2026-09-01,Lower TrueSkill rating
140,Brystol Perry,Holly,overall,3,4,9,60.1,20.8,2.3,18.0,18.0,5.23,18,18,25.15,25.15,0,1/8 (12%),3-4 (43%),0-2 (0%),0-3 (0%),2026-09-22,Lost head-to-head vs player above
141,Tyler Schwartz,Flushing,overall,3,6,11,41.63,18.3,1.17,17.19,17.19,5.34,11,11,27.46,27.46,0,1/11 (9%),4-4 (50%),1-1 (50%),0-5 (0%),2026-09-22,Lost head-to-head vs player above
142,Joey Rich,Sandusky,overall,3,9,7,64.12,21.3,4.14,20.07,20.07,5.31,16,16,22.72,22.72,0,2/7 (29%),6-1 (86%),2-5 (29%),0-1 (0%),2026-09-21,Fewer wins vs common opponents
143,Grant Groya,Saginaw Nouvel Catholic Central,overall,3,3,3,74.14,22.7,7.68,24.33,24.33,5.55,11,11,24.39,24.39,1,0/2 (0%),1-1 (50%),2-1 (67%),0-1 (0%),2026-09-22,Lost head-to-head vs player above
144,Cole Miller,Grand Rapids NorthPointe Christian,overall,3,4,13,53.2,19.9,3.33,22.34,22.34,6.34,10,10,33.0,33.0,0,1/12 (8%),4-1 (80%),0-1 (0%),0-9 (0%),2026-09-21,Lower TrueSkill rating
145,Carter Radtke,Essexville Garber,overall,3,7,2,86.73,24.4,11.02,26.11,26.11,5.03,10,10,20.09,20.09,1,0/2 (0%),4-0 (100%),1-2 (33%),1-0 (100%),2026-09-22,Worse score margin vs common opponents
146,Tyler Tanudjaja,Plymouth,overall,3,5,4,59.17,20.7,4.99,23.42,23.42,6.14,9,9,26.3,26.3,2,0/3 (0%),2-0 (100%),1-2 (33%),1-1 (50%),2026-09-17,Lower TrueSkill rating
147,Brady Messenger,Flint Kearsley,overall,3,7,6,57.76,20.5,6.02,21.28,21.28,5.09,8,8,20.19,20.19,1,0/4 (0%),3-2 (60%),2-2 (50%),0-1 (0%),2026-09-21,Lower TrueSkill rating
148,Andrew Stout,Ann Arbor Father Gabriel Richard,overall,3,2,3,51.7,19.7,4.08,20.34,20.34,5.42,10,10,22.48,22.48,0,0/3 (0%),2-0 (100%),0-1 (0%),0-1 (0%),2026-09-22,Lower TrueSkill rating
149,Lucas Sommer,Warren De La Salle Collegiate,overall,3,3,7,38.32,17.9,1.5,21.63,21.63,6.71,8,8,29.62,29.62,0,0/7 (0%),1-0 (100%),0-1 (0%),0-4 (0%),2026-09-22,Worse score margin vs common opponents
150,Grant Wilson,Kalamazoo Loy Norrix,overall,3,6,12,49.56,19.4,3.41,20.12,20.12,5.57,10,10,24.92,24.92,0,1/11 (9%),4-2 (67%),0-4 (0%),0-4 (0%),2026-09-21,Lower TrueSkill rating
151,Noah Schultz,St. Johns,overall,3,6,8,63.92,21.3,6.51,23.75,23.75,5.75,8,8,27.63,27.63,1,0/8 (0%),4-1 (80%),1-3 (25%),1-3 (25%),2026-09-21,Worse score margin vs common opponents
152,Roman Gehring,Mount Pleasant,overall,3,5,3,50.67,19.5,4.54,21.02,21.02,5.49,8,8,23.79,23.79,0,0/3 (0%),4-0 (100%),1-2 (33%),0-1 (0%),2026-09-17,Lower TrueSkill rating
153,Mason McMahon,New Baltimore Anchor Bay,overall,3,4,8,37.88,17.8,1.09,19.07,19.07,5.99,9,9,25.77,25.77,1,0/8 (0%),2-1 (67%),1-3 (25%),0-3 (0%),2026-09-22,Lower TrueSkill rating
154,Brody Tenyer,Marysville,overall,3,5,4,62.43,21.1,7.81,25.62,25.62,5.94,7,7,18.66,18.66,0,0/4 (0%),5-1 (83%),0-2 (0%),0-1 (0%),2026-09-17,Lost head-to-head vs player above
155,Jacob Black,Temperance Bedford,overall,3,4,8,35.33,17.5,0.93,17.82,17.82,5.63,8,8,26.32,26.32,1,1/7 (14%),2-1 (67%),2-2 (50%),0-5 (0%),2026-09-21,Lower TrueSkill rating
156,Carter Smith,Milan,overall,3,4,7,40.46,18.2,2.71,18.53,18.53,5.27,7,7,22.71,22.71,1,0/7 (0%),2-1 (67%),1-3 (25%),0-2 (0%),2026-09-14,Lost head-to-head vs player above
157,A/Caleb N,Ypsilanti Lincoln,overall,3,3,4,74.94,22.8,10.86,28.1,28.1,5.75,5,5,21.23,21.23,0,1/4 (25%),3-2 (60%),,0-1 (0%),2026-09-21,Lost head-to-head vs player above
158,Chris Sawicki,Riverview Gabriel Richard,overall,3,2,7,7.67,13.8,-4.17,13.98,13.98,6.05,7,7,28.97,28.97,0,0/7 (0%),1-2 (33%),,0-4 (0%),2026-09-21,Lower TrueSkill rating
159,Logan Laginess,Brownstown Woodhaven,overall,3,3,2,69.09,22.0,9.4,27.93,27.93,6.17,6,6,20.01,20.01,0,1/3 (33%),3-0 (100%),,0-1 (0%),2026-09-17,Worse score margin vs common opponents
160,Mason Lehman,Royal Oak,overall,3,5,11,68.38,21.9,8.53,25.55,25.55,5.67,6,6,27.43,27.43,0,1/12 (8%),2-1 (67%),1-4 (20%),0-4 (0%),2026-09-18,Lower TrueSkill rating
161,Jack Koebel,Walled Lake Central,overall,3,3,4,49.46,19.4,5.99,25.18,25.18,6.4,5,5,18.92,18.92,0,1/5 (20%),2-0 (100%),0-2 (0%),,2026-09-22,Lower TrueSkill rating
162,Aiden Kobylarz,Farmington,overall,3,4,3,48.16,19.2,5.63,26.18,26.18,6.85,5,5,19.87,19.87,0,0/3 (0%),3-1 (75%),,0-1 (0%),2026-09-22,Worse score margin vs common opponents
163,Heyaw Temesgen,Dearborn,overall,3,4,2,66.59,21.7,9.24,26.58,26.58,5.78,5,5,20.65,20.65,0,0/1 (0%),3-0 (100%),0-1 (0%),0-1 (0%),2026-09-18,Worse score margin vs common opponents
164,Dominic Brantley,Southfield Arts & Technology,overall,3,3,1,54.82,20.1,7.24,24.93,24.93,5.9,4,4,21.13,21.13,0,,2-0 (100%),0-1 (0%),,2026-09-22,Lower TrueSkill rating
165,Hunter Souva,Walled Lake Northern,overall,3,2,6,62.64,21.1,7.74,24.84,24.84,5.7,6,6,23.86,23.86,0,0/5 (0%),2-1 (67%),,0-2 (0%),2026-09-16,Lower TrueSkill rating
166,Nathaniel Scates,Alma,overall,3,5,5,57.97,20.5,7.5,22.07,22.07,4.86,5,5,20.84,20.84,0,1/6 (17%),4-1 (80%),1-3 (25%),0-1 (0%),2026-09-22,Lower TrueSkill rating
167,Joey Ogden,Wyandotte Roosevelt,overall,3,4,8,43.03,18.5,3.68,20.72,20.72,5.68,6,6,25.22,25.22,0,0/7 (0%),3-1 (75%),0-2 (0%),0-4 (0%),2026-09-22,Lower TrueSkill rating
168,Jackson Garbaty,South Lyon,overall,3,3,3,28.11,16.5,0.73,20.19,20.19,6.49,6,6,24.86,24.86,0,0/2 (0%),1-0 (100%),0-1 (0%),0-1 (0%),2026-09-17,Lower TrueSkill rating
169,Cooper Stankus,Portage Northern,overall,3,6,9,-10.51,11.3,-7.43,12.58,12.58,6.67,6,6,26.22,26.22,1,0/7 (0%),3-0 (100%),3-6 (33%),0-3 (0%),2026-09-22,Lower TrueSkill rating
170,Bronson Schroeder,Greenville,overall,3,6,11,55.54,20.2,6.43,23.55,23.55,5.71,5,5,26.73,26.73,0,0/10 (0%),2-4 (33%),0-1 (0%),0-4 (0%),2026-09-21,Fewer wins vs common opponents
171,Reed VanStraat,Muskegon Western Michigan Christian,overall,3,3,5,39.0,18.0,3.84,22.75,22.75,6.3,4,4,23.51,23.51,0,0/5 (0%),3-1 (75%),0-1 (0%),0-3 (0%),2026-09-16,Lower TrueSkill rating
172,Martin Farbitnyk,White Lake Lakeland,overall,3,1,5,-8.23,11.6,-5.96,11.22,11.22,5.73,5,5,23.12,23.12,0,1/5 (20%),1-2 (33%),0-1 (0%),0-1 (0%),2026-09-15,Lower TrueSkill rating
173,Tyson Purcell,Howell,overall,3,5,4,64.69,21.4,9.68,29.24,29.24,6.52,3,3,20.42,20.42,0,1/5 (20%),3-1 (75%),,0-2 (0%),2026-09-22,Worse score margin vs common opponents
174,Brandon Drysdale,Sterling Heights,overall,3,5,1,51.82,19.7,7.39,27.04,27.04,6.55,3,3,17.58,17.58,0,0/1 (0%),3-0 (100%),,0-1 (0%),2026-09-21,Lower TrueSkill rating
175,Maruf Siddique,Warren Mott,overall,3,3,1,45.91,18.9,6.38,26.21,26.21,6.61,2,2,19.86,19.86,0,0/1 (0%),2-0 (100%),,0-1 (0%),2026-09-21,Worse score margin vs common opponents
176,Riley Rottiers,Frankenmuth,overall,3,2,4,56.21,20.3,7.56,23.11,23.11,5.18,3,3,24.75,24.75,0,2/6 (33%),2-0 (100%),0-1 (0%),0-1 (0%),2026-09-21,Lower TrueSkill rating
177,Micah Ladiski,Ovid-Elsie,overall,3,4,4,37.04,17.7,4.67,22.29,22.29,5.87,2,2,19.26,19.26,0,1/2 (50%),3-0 (100%),0-4 (0%),,2026-09-22,Lost head-to-head vs player above
178,russell cheverette,Monroe St Mary Catholic Central,overall,3,3,3,28.17,16.5,2.56,20.93,20.93,6.12,2,2,22.63,22.63,0,1/4 (25%),2-0 (100%),0-2 (0%),0-1 (0%),2026-09-10,Lower TrueSkill rating
179,Spencer Miller,Wayland,overall,3,3,5,40.89,18.2,4.33,20.86,20.86,5.51,3,3,26.39,26.39,0,0/4 (0%),2-1 (67%),0-1 (0%),0-3 (0%),2026-09-16,Lower TrueSkill rating
180,Albert Mottlau,Edwardsburg,overall,3,2,3,29.79,16.7,2.95,20.79,20.79,5.95,1,1,23.0,23.0,1,0/2 (0%),1-2 (33%),0-1 (0%),1-0 (100%),2026-09-22,Lower TrueSkill rating
181,Henry Updyke,Ferndale,overall,3,5,3,31.86,17.0,3.59,20.12,20.12,5.51,2,2,19.72,19.72,0,1/4 (25%),2-1 (67%),0-2 (0%),,2026-09-22,Lower TrueSkill rating
182,Cody Kohls,North Farmington,overall,3,2,10,1.35,12.9,-3.86,13.62,13.62,5.83,4,4,25.3,25.3,0,0/9 (0%),2-3 (40%),0-1 (0%),0-5 (0%),2026-09-22,Lower TrueSkill rating
183,Ryan Pares,Livonia Franklin,overall,3,3,7,32.79,17.1,3.71,19.18,19.18,5.15,3,3,16.38,16.38,0,1/8 (12%),3-4 (43%),0-1 (0%),0-1 (0%),2026-09-22,Lost head-to-head vs player above
184,Jones McDowell,Whitehall,overall,3,3,7,7.75,13.8,-2.08,16.96,16.96,6.35,3,3,24.24,24.24,0,0/7 (0%),3-2 (60%),0-1 (0%),0-4 (0%),2026-09-21,Lower TrueSkill rating
185,Evan Cummings,Croswell-Lexington,overall,3,5,7,4.23,13.3,-2.51,15.06,15.06,5.86,3,3,21.45,21.45,0,0/6 (0%),4-2 (67%),0-5 (0%),,2026-09-16,Lower TrueSkill rating
186,Nate Blake,Armada,overall,3,2,3,12.01,14.3,0.19,19.02,19.02,6.28,1,1,18.0,18.0,0,0/3 (0%),1-1 (50%),0-1 (0%),,2026-09-22,Lost head-to-head vs player above
187,Shawon Paul,Hamtramck,overall,3,8,5,24.48,16.0,2.08,19.11,19.11,5.68,2,2,20.0,20.0,0,0/4 (0%),7-1 (88%),0-2 (0%),0-1 (0%),2026-09-16,Worse score margin vs common opponents
188,Zach Wilson,Grosse Ile,overall,3,2,6,1.99,13.0,-2.98,15.92,15.92,6.3,2,2,25.67,25.67,0,1/7 (14%),1-1 (50%),0-2 (0%),0-1 (0%),2026-09-12,Lower TrueSkill rating
189,Blake Dyer,Tecumseh,overall,3,2,5,21.33,15.6,1.4,17.99,17.99,5.53,2,2,20.57,20.57,0,1/4 (25%),2-1 (67%),0-2 (0%),0-1 (0%),2026-09-17,Worse score margin vs common opponents
190,Evan Deeds,Lowell,overall,3,2,2,3.6,13.2,-1.96,15.72,15.72,5.89,2,2,18.71,18.71,0,0/2 (0%),1-2 (33%),,,2026-09-16,Lower TrueSkill rating
191,Zach Knapp,Otsego,overall,3,2,6,6.34,13.6,-1.54,13.46,13.46,5.0,2,2,20.08,20.08,0,0/6 (0%),2-2 (50%),0-3 (0%),,2026-09-16,Lower TrueSkill rating
192,Jack Archambault,Macomb Dakota,overall,3,3,7,-8.99,11.5,-5.11,11.96,11.96,5.69,2,2,25.03,25.03,0,0/7 (0%),2-2 (50%),,0-3 (0%),2026-09-22,Lower TrueSkill rating
193,Jace DeJong,Hudsonville,overall,3,1,18,-31.98,8.4,-10.28,11.92,11.92,7.4,2,2,30.81,30.81,0,0/15 (0%),1-3 (25%),0-4 (0%),0-9 (0%),2026-09-21,Lower TrueSkill rating
194,Tanner Brownell,Portland,overall,3,2,12,-39.8,7.4,-11.57,8.99,8.99,6.85,3,3,24.09,24.09,0,0/12 (0%),1-4 (20%),0-6 (0%),,2026-09-21,Lower TrueSkill rating
195,Lennox Cardenas,Lansing Eastern,overall,3,1,4,28.18,16.5,2.46,22.48,22.48,6.67,1,1,27.75,27.75,0,0/4 (0%),1-2 (33%),,0-2 (0%),2026-09-21,Worse score margin vs common opponents
196,Bruno Nivoloni,Fruitport,overall,3,0,4,10.85,14.2,-1.06,18.89,18.89,6.65,0,0,32.3,32.3,0,0/4 (0%),,0-1 (0%),0-3 (0%),2026-09-12,Lower TrueSkill rating
197,Jonah Perri,Durand,overall,3,3,2,8.93,13.9,0.03,17.09,17.09,5.69,1,1,13.46,13.46,0,0/2 (0%),2-1 (67%),,,2026-09-21,Lower TrueSkill rating
198,George Curtis,Jackson,overall,3,1,5,1.81,13.0,-2.97,13.64,13.64,5.54,1,1,29.24,29.24,0,1/6 (17%),1-1 (50%),,0-3 (0%),2026-09-12,Lower TrueSkill rating
199,Filip Erdokozi,Riverview,overall,3,1,8,-21.23,9.9,-6.62,12.97,12.97,6.53,1,1,19.74,19.74,0,0/6 (0%),1-5 (17%),0-2 (0%),,2026-09-22,Lower TrueSkill rating
200,Charlie Scott,Caledonia,overall,3,7,7,-27.18,9.1,-8.28,12.7,12.7,6.99,1,1,24.37,24.37,0,1/7 (14%),4-2 (67%),2-2 (50%),0-3 (0%),2026-09-15,Lower TrueSkill rating
201,Philip Worobkevich,Rochester Adams,overall,3,1,4,2.59,13.1,-3.54,17.88,17.88,7.14,0,0,40.58,40.58,0,0/4 (0%),,,1-3 (25%),2026-09-08,Lower TrueSkill rating
202,Ethan Houser,Davison,overall,3,2,7,-18.63,10.2,-6.27,11.66,11.66,5.98,1,1,21.36,21.36,0,0/6 (0%),2-2 (50%),0-2 (0%),0-2 (0%),2026-09-10,Lower TrueSkill rating
203,Walter Christophersen,North Muskegon,overall,3,3,17,-20.27,10.0,-7.25,10.27,10.27,5.84,2,2,23.92,23.92,0,0/16 (0%),2-6 (25%),0-2 (0%),0-4 (0%),2026-09-21,Lower TrueSkill rating
204,Johnny Franks,Battle Creek Pennfield,overall,3,2,8,-10.31,11.3,-4.61,15.22,15.22,6.61,1,1,21.47,21.47,0,0/7 (0%),2-3 (40%),0-4 (0%),,2026-09-14,Worse score margin vs common opponents
205,Nick Macyda,Livonia Stevenson,overall,3,2,2,2.75,13.1,-1.65,15.04,15.04,5.56,1,1,17.95,17.95,0,1/2 (50%),2-1 (67%),0-1 (0%),,2026-09-22,Lower TrueSkill rating
206,Aiden Swanson,Plymouth Christian Academy,overall,3,1,5,-8.58,11.6,-4.95,13.75,13.75,6.23,0,0,32.25,32.25,0,0/4 (0%),,0-2 (0%),0-1 (0%),2026-09-14,Lower TrueSkill rating
207,Dillon Schmitter,Pinckney,overall,3,0,4,-10.62,11.3,-4.6,13.75,13.75,6.12,0,0,24.74,24.74,0,,0-1 (0%),0-2 (0%),,2026-09-01,Lower TrueSkill rating
208,Noah Shellenbarger,Richmond,overall,3,1,7,-8.74,11.5,-4.29,16.3,16.3,6.86,0,0,25.39,25.39,0,0/7 (0%),1-3 (25%),0-3 (0%),,2026-09-22,Lower TrueSkill rating
209,Aaron Beckett,Cedar Springs,overall,3,2,9,-20.18,10.0,-6.71,11.73,11.73,6.15,1,1,22.74,22.74,0,0/7 (0%),1-4 (20%),0-3 (0%),0-1 (0%),2026-09-16,Lower TrueSkill rating
210,Lyndyn Bitely,Grant,overall,3,0,5,-19.1,10.2,-7.58,15.58,15.58,7.72,0,0,37.61,37.61,0,0/5 (0%),0-1 (0%),,0-3 (0%),2026-09-12,Worse score margin vs common opponents
211,Rishik Rajaram,Troy Athens,overall,3,0,11,-23.32,9.6,-8.52,14.34,14.34,7.62,0,0,38.56,38.56,0,0/11 (0%),,0-1 (0%),0-6 (0%),2026-09-16,Lower TrueSkill rating
212,Alfredo Orozco,Lincoln Park,overall,3,0,4,-13.55,10.9,-5.82,14.84,14.84,6.89,0,0,31.09,31.09,0,0/4 (0%),0-1 (0%),0-1 (0%),0-2 (0%),2026-09-18,Worse score margin vs common opponents
213,Trey Wilcox,Grand Rapids Ottawa Hills,overall,3,0,4,-5.73,12.0,-3.96,14.22,14.22,6.06,0,0,28.14,28.14,0,0/4 (0%),0-2 (0%),0-1 (0%),0-1 (0%),2026-09-22,Lower TrueSkill rating
214,Bruce Weng,Salem,overall,3,0,6,-13.17,11.0,-5.89,13.92,13.92,6.6,0,0,32.6,32.6,0,0/6 (0%),0-1 (0%),0-1 (0%),0-3 (0%),2026-09-17,Lower TrueSkill rating
215,Charlie Hart,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),overall,3,1,5,-7.61,11.7,-3.97,12.99,12.99,5.65,1,1,20.45,20.45,0,0/5 (0%),1-3 (25%),0-2 (0%),,2026-09-16,Lower TrueSkill rating
216,Parker Welsh,Adrian,overall,3,1,3,-16.55,10.5,-5.48,12.86,12.86,6.11,0,0,21.69,21.69,0,0/2 (0%),0-2 (0%),,0-1 (0%),2026-09-22,Lower TrueSkill rating
217,Jacob Runyon,St Clair Shores Lakeview,overall,3,0,5,-27.85,9.0,-7.87,12.49,12.49,6.79,0,0,22.96,22.96,0,0/5 (0%),0-2 (0%),0-3 (0%),,2026-09-21,Lower TrueSkill rating
218,Devin Mays,Fenton,overall,3,3,12,-0.71,12.6,-2.98,12.01,12.01,5.0,1,1,24.39,24.39,0,0/12 (0%),2-4 (33%),1-5 (17%),0-2 (0%),2026-09-22,Lower TrueSkill rating
219,Ian Goode,Warren Woods Tower,overall,3,1,3,-17.43,10.4,-5.94,11.89,11.89,5.94,0,0,24.46,24.46,0,0/3 (0%),0-2 (0%),0-1 (0%),,2026-09-22,Lower TrueSkill rating
220,Marcus Khoushi,Sterling Heights Stevenson,overall,3,2,5,-29.81,8.7,-8.11,11.73,11.73,6.61,0,0,21.37,21.37,0,0/5 (0%),0-3 (0%),0-2 (0%),,2026-09-16,Lower TrueSkill rating
221,Aiden McMillan,Hemlock,overall,3,0,5,-37.65,7.7,-10.12,11.55,11.55,7.22,0,0,25.88,25.88,0,0/4 (0%),0-1 (0%),0-3 (0%),0-1 (0%),2026-09-16,Lower TrueSkill rating
222,Tryson Walk,Battle Creek Central,overall,3,0,9,-24.85,9.4,-7.33,11.03,11.03,6.12,0,0,23.55,23.55,0,0/9 (0%),0-2 (0%),0-3 (0%),,2026-09-16,Lower TrueSkill rating
223,Spencer Shink,Marine City,overall,3,0,6,-35.71,7.9,-9.72,10.72,10.72,6.81,0,0,25.75,25.75,0,0/6 (0%),0-1 (0%),0-4 (0%),0-1 (0%),2026-09-14,Lower TrueSkill rating
224,Owen Rochester,Ortonville Brandon,overall,3,0,7,-32.99,8.3,-8.85,10.55,10.55,6.47,0,0,22.57,22.57,0,0/7 (0%),0-4 (0%),0-2 (0%),0-1 (0%),2026-09-10,Lower TrueSkill rating
225,Carter Martin,Holland,overall,3,1,14,-69.17,3.4,-16.94,6.67,6.67,7.87,0,0,31.01,31.01,0,1/15 (7%),0-4 (0%),0-2 (0%),0-6 (0%),2026-09-21,Lower TrueSkill rating
226,Noah Bellinger,Stevensville Lakeshore,overall,3,1,9,-59.97,4.7,-14.7,6.31,6.31,7.0,0,0,26.99,26.99,0,0/9 (0%),0-2 (0%),0-4 (0%),0-2 (0%),2026-09-14,Worse score margin vs common opponents
227,Alex Vicenzi,Plainwell,overall,3,1,7,-32.43,8.4,-8.67,9.03,9.03,5.9,0,0,21.81,21.81,0,0/7 (0%),1-4 (20%),0-2 (0%),,2026-09-22,Worse score margin vs common opponents
228,Ben Thoms,Livonia Churchill,overall,3,2,6,-41.48,7.2,-10.37,7.37,7.37,5.91,0,0,20.71,20.71,0,0/5 (0%),1-5 (17%),0-1 (0%),,2026-09-22,Lower TrueSkill rating
229,Hadi Chokr,Dearborn Heights Crestwood,overall,3,0,5,-13.14,11.0,-5.51,14.75,14.75,6.75,0,0,28.85,28.85,0,0/5 (0%),,0-3 (0%),0-1 (0%),2026-09-22,Worse score margin vs common opponents
230,Zach Blaney,Chesaning,overall,3,0,6,-38.02,7.6,-9.62,9.55,9.55,6.39,0,0,20.17,20.17,0,0/6 (0%),0-4 (0%),0-1 (0%),,2026-09-22,Lower TrueSkill rating
231,Austin Witt,Lake Odessa Lakewood,overall,3,1,6,-41.83,7.1,-10.69,9.29,9.29,6.66,0,0,23.24,23.24,0,1/7 (14%),0-4 (0%),0-1 (0%),0-1 (0%),2026-09-22,Lower TrueSkill rating
232,"Taewon ""Evan"" Kim",Berrien Springs,overall,3,0,6,-36.86,7.8,-10.34,8.93,8.93,6.42,0,0,29.67,29.67,0,0/6 (0%),0-3 (0%),0-1 (0%),0-2 (0%),2026-09-22,Lower TrueSkill rating
233,Wyatt Kavanagh,Yale,overall,3,3,13,-43.53,6.9,-11.09,8.11,8.11,6.4,0,0,23.85,23.85,0,1/12 (8%),1-8 (11%),0-3 (0%),0-1 (0%),2026-09-22,Lower TrueSkill rating
234,Rafe Ruppert,South Haven,overall,3,2,13,-69.8,3.4,-16.14,5.23,5.23,7.12,0,0,21.73,21.73,0,0/13 (0%),0-6 (0%),0-3 (0%),,2026-09-21,Lower TrueSkill rating
235,Brennan Dietz,Muskegon Reeths-Puffer,overall,3,0,14,-87.22,1.0,-19.97,2.46,2.46,7.48,0,0,25.24,25.24,0,0/14 (0%),0-5 (0%),0-3 (0%),0-3 (0%),2026-09-21,Lower TrueSkill rating
236,Gage Robledo,Carleton Airport,overall,3,0,12,-74.61,2.7,-17.39,3.1,3.1,6.83,0,0,24.72,24.72,0,0/11 (0%),0-5 (0%),0-2 (0%),0-3 (0%),2026-09-22,Lower TrueSkill rating
237,Scotty Porter,Lapeer,overall,3,0,17,-94.77,0.0,-21.45,2.84,2.84,8.09,0,0,24.91,24.91,0,0/17 (0%),0-10 (0%),0-3 (0%),0-3 (0%),2026-09-22,Lower TrueSkill rating
1,Nicholas Nadjarian,Detroit Country Day,overall,4,12,0,623.98,100.0,32.75,52.84,52.84,6.7,217,217,31.24,31.24,7,1/1 (100%),2-0 (100%),1-0 (100%),7-0 (100%),2026-09-18,
2,Ryder Saya,Ludington,overall,4,24,0,594.88,95.9,28.15,53.23,53.23,8.36,212,212,27.02,27.02,11,1/1 (100%),9-0 (100%),3-0 (100%),8-0 (100%),2026-09-21,Worse score margin vs common opponents
3,Raj Are,Novi,overall,4,7,4,593.87,95.8,25.61,44.49,44.49,6.29,221,221,32.47,32.47,5,0/3 (0%),1-0 (100%),2-0 (100%),3-2 (60%),2026-09-21,Lower TrueSkill rating
4,Alex Tsai,Okemos,overall,4,10,0,574.08,93.0,23.04,44.26,44.26,7.07,216,216,29.6,29.6,8,,1-0 (100%),6-0 (100%),2-0 (100%),2026-09-22,Lower TrueSkill rating
5,Karim Ikharbine,Ann Arbor Huron,overall,4,5,1,565.79,91.8,21.15,36.74,36.74,5.2,220,220,33.88,33.88,2,0/1 (0%),1-0 (100%),,2-1 (67%),2026-09-12,Lower TrueSkill rating
6,Zain Taqi,Troy,overall,4,13,3,588.74,95.1,25.69,41.71,41.71,5.34,216,216,32.44,32.44,8,1/4 (25%),1-0 (100%),4-0 (100%),5-3 (62%),2026-09-15,Lost head-to-head vs player above
7,Tyler Singer,Hudsonville Unity Christian,overall,4,16,0,603.23,97.1,31.37,51.19,51.19,6.61,213,213,25.57,25.57,5,2/2 (100%),8-0 (100%),2-0 (100%),4-0 (100%),2026-09-21,Worse score margin vs common opponents
8,Joseph Hwang,Ann Arbor Pioneer,overall,4,11,1,563.25,91.5,22.13,42.65,42.65,6.84,214,214,27.97,27.97,7,0/1 (0%),3-0 (100%),3-0 (100%),4-1 (80%),2026-09-18,Lower TrueSkill rating
9,Will Northrup,Bloomfield Hills Brother Rice,overall,4,9,4,570.5,92.5,23.69,41.14,41.14,5.82,214,214,32.97,32.97,5,1/5 (20%),2-0 (100%),3-0 (100%),4-4 (50%),2026-09-22,Worse score margin vs common opponents
10,Luke Janz,Birmingham Seaholm,overall,4,6,1,551.41,89.8,20.14,37.13,37.13,5.66,213,213,34.23,34.23,5,,1-0 (100%),1-0 (100%),4-1 (80%),2026-09-22,Lower TrueSkill rating
