match_id,gender,match_type,flight,winner_names,loser_names,winner_school,loser_school,winner_school_id,loser_school_id,winner_player_ids,loser_player_ids,set_score,match_updated_at,winner_team_id,loser_team_id,source_school_id,source_event_id
1444651,Boys,Singles,2,Noah Ray,Kenny Lambeth,Kalamazoo Hackett Catholic Prep,Battle Creek Pennfield,4248,4036,['153062'],['113653'],6-1 6-3,2025-10-08T05:01:00,2889231.0,2889232.0,3877.0,689.0
1444652,Boys,Singles,2,Eric Fitchpatrick,Blake Magyar,Paw Paw,Niles Brandywine,3864,4375,['135422'],['111446'],6-7 6-2 6-2,2025-10-08T05:01:00,2889234.0,2889233.0,3877.0,689.0
1444653,Boys,Singles,2,Phil Seo,Ian Riggs,Berrien Springs,Kalamazoo Christian,3877,4020,['111715'],['156964'],6-1 6-1,2025-10-08T05:01:00,2889236.0,2889235.0,3877.0,689.0
1444655,Boys,Singles,3,Edwin Seo,Dean Resek,Berrien Springs,South Haven,3877,4446,['131975'],['113980'],6-0 6-1,2025-10-08T05:01:00,2889239.0,2889240.0,3877.0,689.0
1444657,Boys,Singles,3,Zach Mahan,Carson Wooodhams,Paw Paw,Allegan,3864,3983,['114214'],['153938'],6-4 2-6 6-3,2025-10-08T05:01:00,2889243.0,2889244.0,3877.0,689.0
1444659,Boys,Singles,3,Johnny Franks,Reese Tumbleson,Battle Creek Pennfield,Buchanan,4036,4433,['134440'],['176988'],4-6 7-6 10-6,2025-10-08T05:01:00,2889247.0,2889248.0,3877.0,689.0
1444660,Boys,Singles,3,Joel Sebastian,Carter Fuller,Kalamazoo Hackett Catholic Prep,Three Rivers,4248,4182,['176618'],['177370'],6-3 6-1,2025-10-08T05:01:00,2889250.0,2889249.0,3877.0,689.0
1444661,Boys,Singles,3,Kyler Marshall,Johnny Franks,Niles Brandywine,Battle Creek Pennfield,4375,4036,['133601'],['134440'],6-4 6-1,2025-10-08T05:01:00,2889252.0,2889251.0,3877.0,689.0
1444663,Boys,Singles,4,Tyler Frame,Robbie Majoras,Buchanan,Kalamazoo Hackett Catholic Prep,4433,4248,['137283'],['153063'],7-6 3-6 10-7,2025-10-08T05:01:00,2889255.0,2889256.0,3877.0,689.0
1444664,Boys,Singles,4,Max Hanny,Brady Stratton,South Haven,Three Rivers,4446,4182,['156572'],['177383'],6-2 6-1,2025-10-08T05:01:00,2889258.0,2889257.0,3877.0,689.0
1444665,Boys,Singles,4,Malachi Gamble,Larsen Kibler,Niles Brandywine,Berrien Springs,4375,3877,['155825'],['175031'],6-3 6-2,2025-10-08T05:01:00,2889260.0,2889259.0,3877.0,689.0
1444667,Boys,Singles,4,Grant Coon,Braden Schultz,Kalamazoo Christian,Paw Paw,4020,3864,['156965'],['154575'],7-6 6-1,2025-10-08T05:01:00,2889263.0,2889264.0,3877.0,689.0
1444760,Boys,Singles,1,Euji Son,Justus Rowland,Berrien Springs,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),3877,4091,['154001'],['178690'],6-1 6-3,2025-10-08T05:01:00,2889449.0,2889450.0,3877.0,689.0
1444762,Boys,Singles,1,Hudson Badger,Ryder Richard,Battle Creek Pennfield,Niles Brandywine,4036,4375,['134441'],['112616'],6-3 6-1,2025-10-08T05:01:00,2889454.0,2889453.0,3877.0,689.0
1444764,Boys,Singles,1,Terrance Fisher,Alex Nowak,Paw Paw,Three Rivers,3864,4182,['154572'],['97110'],6-0 6-2,2025-10-08T05:01:00,2889457.0,2889458.0,3877.0,689.0
1444870,Boys,Singles,1,Silas Neldon,Luke De Jong,Allegan,Kalamazoo Christian,3983,4020,['111539'],['134091'],6-2 7-5,2025-10-08T05:01:00,2889670.0,2889669.0,3877.0,689.0
1444871,Boys,Singles,2,Ezra Smith,Noah Ray,Allegan,Kalamazoo Hackett Catholic Prep,3983,4248,['133753'],['153062'],6-0 6-2,2025-10-08T05:01:00,2889671.0,2889672.0,3877.0,689.0
1444873,Boys,Singles,2,Phil Seo,Eric Fitchpatrick,Berrien Springs,Paw Paw,3877,3864,['111715'],['135422'],6-2 6-1,2025-10-08T05:01:00,2889676.0,2889675.0,3877.0,689.0
1444876,Boys,Singles,3,Edwin Seo,Zach Mahan,Berrien Springs,Paw Paw,3877,3864,['131975'],['114214'],6-0 6-0,2025-10-08T05:01:00,2889681.0,2889682.0,3877.0,689.0
1444877,Boys,Singles,4,Tyler Frame,John DeLaet,Buchanan,Allegan,4433,3983,['137283'],['133775'],4-6 6-4 4-6,2025-10-08T05:01:00,2889684.0,2889683.0,3877.0,689.0
1444916,Boys,Singles,4,Malachi Gamble,Max Hanny,Niles Brandywine,South Haven,4375,4446,['155825'],['156572'],6-4 6-2,2025-10-08T05:01:00,2889762.0,2889761.0,3877.0,689.0
1444956,Boys,Singles,1,Euji Son,Hudson Badger,Berrien Springs,Battle Creek Pennfield,3877,4036,['154001'],['134441'],6-3 6-1,2025-10-08T05:01:00,2889841.0,2889842.0,3877.0,689.0
1445003,Boys,Singles,1,Silas Neldon,Terrance Fisher,Allegan,Paw Paw,3983,3864,['111539'],['154572'],6-1 6-4,2025-10-08T05:01:00,2889936.0,2889935.0,3877.0,689.0
1445005,Boys,Singles,1,Euji Son,Silas Neldon,Berrien Springs,Allegan,3877,3983,['154001'],['111539'],2-0 2-0,2025-10-08T05:01:00,2889939.0,2889940.0,3877.0,689.0
1445007,Boys,Singles,3,Kyler Marshall,Joel Sebastian,Niles Brandywine,Kalamazoo Hackett Catholic Prep,4375,4248,['133601'],['176618'],6-4 7-5,2025-10-08T05:01:00,2889944.0,2889943.0,3877.0,689.0
1445009,Boys,Singles,4,Grant Coon,Tyler Frame,Kalamazoo Christian,Buchanan,4020,4433,['156965'],['137283'],6-2 6-4,2025-10-08T05:01:00,2889947.0,2889948.0,3877.0,689.0
1445120,Boys,Singles,2,Phil Seo,Ezra Smith,Berrien Springs,Allegan,3877,3983,['111715'],['133753'],6-2 6-3,2025-10-08T05:01:00,2890170.0,2890169.0,3877.0,689.0
1445121,Boys,Singles,3,Edwin Seo,Kyler Marshall,Berrien Springs,Niles Brandywine,3877,4375,['131975'],['133601'],6-0 6-0,2025-10-08T05:01:00,2890171.0,2890172.0,3877.0,689.0
1445159,Boys,Singles,4,Malachi Gamble,Grant Coon,Niles Brandywine,Kalamazoo Christian,4375,4020,['155825'],['156965'],1-6 6-4 6-3,2025-10-08T05:01:00,2890248.0,2890247.0,3877.0,689.0
1440508,Boys,Doubles,2,Rockey Myers / Collin Stacy,Default Default / Default Default,Battle Creek Pennfield,Bronson,4036,4501,"['64003', '92240']","['114797', '114798']",2-0 2-0,2025-10-08T05:01:00,2880945.0,2880946.0,3877.0,689.0
1440509,Boys,Doubles,2,Sage Sanchez / Elijah Chung,default default / default DEFAULT,Berrien Springs,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),3877,4091,"['131974', '175032']","['137251', '178693']",2-0 2-0,2025-10-08T05:01:00,2880948.0,2880947.0,3877.0,689.0
1440510,Boys,Doubles,3,Gage Mashburn / Charlie Morris,default default / default DEFAULT,Allegan,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),3983,4091,"['137583', '153939']","['137251', '178693']",2-0 2-0,2025-10-08T05:01:00,2880950.0,2880949.0,3877.0,689.0
1440511,Boys,Doubles,3,Cody Strauss / Keegan McBeth,Default Default / Default Default,Buchanan,Bronson,4433,4501,"['176987', '179175']","['114797', '114798']",2-0 2-0,2025-10-08T05:01:00,2880952.0,2880951.0,3877.0,689.0
1440512,Boys,Doubles,4,Levi Hoffman / Will Hathaway,default default / default DEFAULT,Battle Creek Pennfield,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),4036,4091,"['96879', '174867']","['137251', '178693']",2-0 2-0,2025-10-08T05:01:00,2880954.0,2880953.0,3877.0,689.0
1440513,Boys,Doubles,4,Cam Marazita / Lincoln Babcock,Default Default / Default Default,Niles Brandywine,Bronson,4375,4501,"['155829', '178220']","['114797', '114798']",2-0 2-0,2025-10-08T05:01:00,2880956.0,2880955.0,3877.0,689.0
1444180,Boys,Doubles,1,Parker Bingaman / Todd Wadsworth,Anderson Barnes / Melvan Rabe Von Kuehlewein,Three Rivers,Bronson,4182,4501,"['111259', '177385']","['179708', '179709']",6-0 6-0,2025-10-08T05:01:00,2888289.0,2888290.0,3877.0,689.0
1444181,Boys,Doubles,2,Wyatt Dotson / Owen Burleson,Carmine Saracina / Colin Gallagher,South Haven,Kalamazoo Hackett Catholic Prep,4446,4248,"['113979', '136384']","['137190', '137192']",6-4 6-3,2025-10-08T05:01:00,2888291.0,2888292.0,3877.0,689.0
1444183,Boys,Doubles,2,Collin McIntyre / Frederico De Godoy Barreto,Chase Mitchell / Holden Carrington,Three Rivers,Buchanan,4182,4433,"['135783', '177378']","['114766', '177690']",6-2 6-4,2025-10-08T05:01:00,2888296.0,2888295.0,3877.0,689.0
1444184,Boys,Doubles,3,Max Gerl / Tyler Beach,Jacob Kaczmarek / Bea Ryan,Kalamazoo Hackett Catholic Prep,South Haven,4248,4446,"['176621', '176622']","['113978', '178639']",6-3 6-1,2025-10-08T05:01:00,2888298.0,2888297.0,3877.0,689.0
1444187,Boys,Doubles,4,Owen Czuk / Christopher Sappanos,Sully Morgan / Noah Willett,Kalamazoo Hackett Catholic Prep,Allegan,4248,3983,"['176619', '176623']","['153940', '173331']",6-3 6-3,2025-10-08T05:01:00,2888303.0,2888304.0,3877.0,689.0
1444188,Boys,Doubles,4,Chase Leadingham / Brayden Williams,Drew Perez / Keagan Boring,South Haven,Three Rivers,4446,4182,"['136388', '178638']","['135786', '177374']",6-3 6-4,2025-10-08T05:01:00,2888305.0,2888306.0,3877.0,689.0
1444668,Boys,Doubles,1,Noah Hammond / Treven LeBreton,Isaac Filbrandt / Jackson Hodge,Battle Creek Pennfield,South Haven,4036,4446,"['113654', '113655']","['136386', '136387']",6-2 6-1,2025-10-08T05:01:00,2889265.0,2889266.0,3877.0,689.0
1444670,Boys,Doubles,1,Anderson Farnquist / Isaac Geffre,Noah Hammond / Treven LeBreton,Paw Paw,Battle Creek Pennfield,3864,4036,"['135417', '154574']","['113654', '113655']",6-2 6-3,2025-10-08T05:01:00,2889269.0,2889270.0,3877.0,689.0
1444671,Boys,Doubles,1,Joshua Andersen / Giorgio Ruhupatty,Parker Bingaman / Todd Wadsworth,Berrien Springs,Three Rivers,3877,4182,"['131973', '132305']","['111259', '177385']",6-1 6-0,2025-10-08T05:01:00,2889271.0,2889272.0,3877.0,689.0
1444673,Boys,Doubles,1,Parker Hosner / Danny Chenier,Isaak Dzienis / Gunnar Hedahl,Kalamazoo Hackett Catholic Prep,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),4248,4091,"['153538', '176620']","['136182', '178692']",6-2 6-0,2025-10-08T05:01:00,2889276.0,2889275.0,3877.0,689.0
1444674,Boys,Doubles,1,Brayden Bowman / George Haan,Parker Hosner / Danny Chenier,Kalamazoo Christian,Kalamazoo Hackett Catholic Prep,4020,4248,"['134090', '138029']","['153538', '176620']",6-1 6-1,2025-10-08T05:01:00,2889278.0,2889277.0,3877.0,689.0
1444676,Boys,Doubles,1,Maddox carpenter / Brady Bosch,Devon Simpson / Benjamin Bosse,Niles Brandywine,Buchanan,4375,4433,"['133604', '155828']","['114767', '134329']",6-4 6-4,2025-10-08T05:01:00,2889281.0,2889282.0,3877.0,689.0
1444677,Boys,Doubles,1,Noah Kuebler / Ian Gaulke,Maddox carpenter / Brady Bosch,Allegan,Niles Brandywine,3983,4375,"['133755', '153941']","['133604', '155828']",6-0 6-4,2025-10-08T05:01:00,2889284.0,2889283.0,3877.0,689.0
1444681,Boys,Doubles,2,Simon Geffre / Ethan Groner,Rockey Myers / Collin Stacy,Paw Paw,Battle Creek Pennfield,3864,4036,"['154573', '154576']","['64003', '92240']",6-0 6-0,2025-10-08T05:01:00,2889291.0,2889292.0,3877.0,689.0
1444682,Boys,Doubles,2,Ryan Eicholtz / Levi Vander Moren,Wyatt Dotson / Owen Burleson,Kalamazoo Christian,South Haven,4020,4446,"['175624', '175625']","['113979', '136384']",6-3 6-2,2025-10-08T05:01:00,2889293.0,2889294.0,3877.0,689.0
1444683,Boys,Doubles,2,Sage Sanchez / Elijah Chung,Oliver Burnett / Wesley Goodspeed,Berrien Springs,Allegan,3877,3983,"['131974', '175032']","['133754', '133776']",6-2 6-4,2025-10-08T05:01:00,2889295.0,2889296.0,3877.0,689.0
1444685,Boys,Doubles,3,David Ng’ang’a / Daniel Choi,Gage Mashburn / Charlie Morris,Berrien Springs,Allegan,3877,3983,"['131980', '154002']","['137583', '153939']",6-2 6-3,2025-10-08T05:01:00,2889299.0,2889300.0,3877.0,689.0
1444687,Boys,Doubles,3,Conner Holder / Keegan Hinskey,Henry Bobell / Derek Patch,Battle Creek Pennfield,Three Rivers,4036,4182,"['113656', '174866']","['177371', '177382']",6-3 7-6,2025-10-08T05:01:00,2889304.0,2889303.0,3877.0,689.0
1444689,Boys,Doubles,3,Bryn Carlsen / Brevyn Wisenski,Max Gerl / Tyler Beach,Paw Paw,Kalamazoo Hackett Catholic Prep,3864,4248,"['138848', '138849']","['176621', '176622']",6-4 6-3,2025-10-08T05:01:00,2889308.0,2889307.0,3877.0,689.0
1444691,Boys,Doubles,4,Joseph Bosse / Trenton Higgs,Levi Hoffman / Will Hathaway,Buchanan,Battle Creek Pennfield,4433,4036,"['176977', '176980']","['96879', '174867']",6-0 6-1,2025-10-08T05:01:00,2889311.0,2889312.0,3877.0,689.0
1444693,Boys,Doubles,4,Jude Webster / Connor Esman,Cam Marazita / Lincoln Babcock,Paw Paw,Niles Brandywine,3864,4375,"['135420', '154577']","['155829', '178220']",6-1 6-0,2025-10-08T05:01:00,2889316.0,2889315.0,3877.0,689.0
1444752,Boys,Doubles,3,Nolan shaffer / jordan Bryant,Conner Holder / Keegan Hinskey,Niles Brandywine,Battle Creek Pennfield,4375,4036,"['133602', '133605']","['113656', '174866']",6-0 6-1,2025-10-08T05:01:00,2889432.0,2889434.0,3877.0,689.0
1444755,Boys,Doubles,3,Micha Koerner / Owen Vliestra,Cody Strauss / Keegan McBeth,Kalamazoo Christian,Buchanan,4020,4433,"['175628', '175881']","['176987', '179175']",6-3 6-3,2025-10-08T05:01:00,2889440.0,2889439.0,3877.0,689.0
1444759,Boys,Doubles,4,Sam Ekkens / Kyle Motson,Owen Czuk / Christopher Sappanos,Kalamazoo Christian,Kalamazoo Hackett Catholic Prep,4020,4248,"['138031', '138032']","['176619', '176623']",6-2 6-3,2025-10-08T05:01:00,2889447.0,2889448.0,3877.0,689.0
1444767,Boys,Doubles,4,Zachary Nyamweya / Peyton Pangeman,Chase Leadingham / Brayden Williams,Berrien Springs,South Haven,3877,4446,"['154003', '175035']","['136388', '178638']",6-2 6-0,2025-10-08T05:01:00,2889464.0,2889463.0,3877.0,689.0
1444866,Boys,Doubles,2,Simon Geffre / Ethan Groner,Ryan Eicholtz / Levi Vander Moren,Paw Paw,Kalamazoo Christian,3864,4020,"['154573', '154576']","['175624', '175625']",6-4 6-3,2025-10-08T05:01:00,2889661.0,2889662.0,3877.0,689.0
1444917,Boys,Doubles,1,Brayden Bowman / George Haan,Noah Kuebler / Ian Gaulke,Kalamazoo Christian,Allegan,4020,3983,"['134090', '138029']","['133755', '153941']",6-1 6-3,2025-10-08T05:01:00,2889763.0,2889764.0,3877.0,689.0
1444927,Boys,Doubles,2,Bryce Hood / Hudson Aalfs,Collin McIntyre / Frederico De Godoy Barreto,Niles Brandywine,Three Rivers,4375,4182,"['155826', '155827']","['135783', '177378']",4-6 6-3 7-6,2025-10-08T05:01:00,2889784.0,2889783.0,3877.0,689.0
1444951,Boys,Doubles,1,Joshua Andersen / Giorgio Ruhupatty,Anderson Farnquist / Isaac Geffre,Berrien Springs,Paw Paw,3877,3864,"['131973', '132305']","['135417', '154574']",7-6 6-3,2025-10-08T05:01:00,2889832.0,2889831.0,3877.0,689.0
1444953,Boys,Doubles,4,Sam Ekkens / Kyle Motson,Joseph Bosse / Trenton Higgs,Kalamazoo Christian,Buchanan,4020,4433,"['138031', '138032']","['176977', '176980']",6-1 6-3,2025-10-08T05:01:00,2889835.0,2889836.0,3877.0,689.0
1444968,Boys,Doubles,3,Bryn Carlsen / Brevyn Wisenski,Micha Koerner / Owen Vliestra,Paw Paw,Kalamazoo Christian,3864,4020,"['138848', '138849']","['175628', '175881']",6-4 6-2,2025-10-08T05:01:00,2889866.0,2889865.0,3877.0,689.0
1445015,Boys,Doubles,2,Bryce Hood / Hudson Aalfs,Sage Sanchez / Elijah Chung,Niles Brandywine,Berrien Springs,4375,3877,"['155826', '155827']","['131974', '175032']",6-4 6-3,2025-10-08T05:01:00,2889959.0,2889960.0,3877.0,689.0
1445017,Boys,Doubles,3,David Ng’ang’a / Daniel Choi,Nolan shaffer / jordan Bryant,Berrien Springs,Niles Brandywine,3877,4375,"['131980', '154002']","['133602', '133605']",7-5 6-1,2025-10-08T05:01:00,2889963.0,2889964.0,3877.0,689.0
1445020,Boys,Doubles,4,Jude Webster / Connor Esman,Zachary Nyamweya / Peyton Pangeman,Paw Paw,Berrien Springs,3864,3877,"['135420', '154577']","['154003', '175035']",7-5 6-3,2025-10-08T05:01:00,2889970.0,2889969.0,3877.0,689.0
1445143,Boys,Doubles,2,Simon Geffre / Ethan Groner,Bryce Hood / Hudson Aalfs,Paw Paw,Niles Brandywine,3864,4375,"['154573', '154576']","['155826', '155827']",6-0 7-6,2025-10-08T05:01:00,2890215.0,2890216.0,3877.0,689.0
1445144,Boys,Doubles,3,David Ng’ang’a / Daniel Choi,Bryn Carlsen / Brevyn Wisenski,Berrien Springs,Paw Paw,3877,3864,"['131980', '154002']","['138848', '138849']",2-6 6-2 6-0,2025-10-08T05:01:00,2890217.0,2890218.0,3877.0,689.0
1445147,Boys,Doubles,1,Joshua Andersen / Giorgio Ruhupatty,Brayden Bowman / George Haan,Berrien Springs,Kalamazoo Christian,3877,4020,"['131973', '132305']","['134090', '138029']",6-7 6-3 6-3,2025-10-08T05:01:00,2890223.0,2890224.0,3877.0,689.0
1445164,Boys,Doubles,4,Sam Ekkens / Kyle Motson,Jude Webster / Connor Esman,Kalamazoo Christian,Paw Paw,4020,3864,"['138031', '138032']","['135420', '154577']",7-5 3-6 6-3,2025-10-08T05:01:00,2890257.0,2890258.0,3877.0,689.0
1428195,Boys,Singles,1,Euji Son,Logan Bellinger,Berrien Springs,Stevensville Lakeshore,3877,4358,['154001'],['114541'],6-3 6-4,2025-09-30T04:00:00,2856319.0,2856320.0,3877.0,
1428196,Boys,Singles,2,Phil Seo,Mason Bellinger,Berrien Springs,Stevensville Lakeshore,3877,4358,['111715'],['158271'],6-1 6-1,2025-09-30T04:00:00,2856321.0,2856322.0,3877.0,
1428197,Boys,Singles,3,Edwin Seo,Saathvik Kanumuri,Berrien Springs,Stevensville Lakeshore,3877,4358,['131975'],['177826'],6-0 6-0,2025-09-30T04:00:00,2856323.0,2856324.0,3877.0,
1428198,Boys,Singles,4,Matt Fontecchecio,Larsen Kibler,Stevensville Lakeshore,Berrien Springs,4358,3877,['159789'],['175031'],6-1 6-0,2025-09-30T04:00:00,2856326.0,2856325.0,3877.0,
1428199,Boys,Doubles,1,Sam Pickens / Parin Rupuree,Joshua Andersen / Giorgio Ruhupatty,Stevensville Lakeshore,Berrien Springs,4358,3877,"['117508', '135667']","['131973', '132305']",3-6 6-4 10-5,2025-09-30T04:00:00,2856328.0,2856327.0,3877.0,
1428200,Boys,Doubles,2,Sage Sanchez / Elijah Chung,Dane Cordes / Will Bacin,Berrien Springs,Stevensville Lakeshore,3877,4358,"['131974', '175032']","['177828', '177830']",6-2 6-1,2025-09-30T04:00:00,2856329.0,2856330.0,3877.0,
1428201,Boys,Doubles,3,David Ng’ang’a / Daniel Choi,Cole Miller / Riley Dutton,Berrien Springs,Stevensville Lakeshore,3877,4358,"['131980', '154002']","['177834', '177835']",6-3 6-2,2025-09-30T04:00:00,2856331.0,2856332.0,3877.0,
1428202,Boys,Doubles,4,Zachary Nyamweya / Peyton Pangeman,Austin Neider / Cooper Davis,Berrien Springs,Stevensville Lakeshore,3877,4358,"['154003', '175035']","['177836', '177838']",6-1 6-2,2025-09-30T04:00:00,2856333.0,2856334.0,3877.0,
1420943,Boys,Singles,4,Grant Coon,Charlie Hart,Kalamazoo Christian,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),4020,4091,['156965'],['178691'],6-0 6-1,2025-09-26T05:01:00,2841815.0,2841816.0,3877.0,708.0
1420944,Boys,Singles,4,Malachi Gamble,Jackson Hodge,Niles Brandywine,South Haven,4375,4446,['155825'],['136387'],6-0 6-0,2025-09-26T05:01:00,2841817.0,2841818.0,3877.0,708.0
1420951,Boys,Singles,3,Edwin Seo,Brielle Rhew,Berrien Springs,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),3877,4091,['131975'],['136180'],6-0 6-0,2025-09-26T05:01:00,2841831.0,2841832.0,3877.0,708.0
1420952,Boys,Singles,3,Joel Sebastian,Carson Wooodhams,Kalamazoo Hackett Catholic Prep,Allegan,4248,3983,['176618'],['153938'],6-4 2-6 6-1,2025-09-26T05:01:00,2841834.0,2841833.0,3877.0,708.0
1420953,Boys,Singles,3,Kyler Marshall,Jaret Seddon,Niles Brandywine,Buchanan,4375,4433,['133601'],['134327'],6-3 6-4,2025-09-26T05:01:00,2841835.0,2841836.0,3877.0,708.0
1420955,Boys,Singles,3,Kyle Herder,Max Hanny,Kalamazoo Christian,South Haven,4020,4446,['138028'],['156572'],6-4 6-3,2025-09-26T05:01:00,2841839.0,2841840.0,3877.0,708.0
1420959,Boys,Singles,2,Phil Seo,Jeff Tertel,Berrien Springs,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),3877,4091,['111715'],['178878'],6-1 6-1,2025-09-26T05:01:00,2841847.0,2841848.0,3877.0,708.0
1420968,Boys,Singles,2,Jonathan Bevevino,Marley Hinds,South Haven,Buchanan,4446,4433,['136385'],['114765'],6-3 6-1,2025-09-26T05:01:00,2841865.0,2841866.0,3877.0,708.0
1420969,Boys,Singles,2,Noah Ray,Ian Riggs,Kalamazoo Hackett Catholic Prep,Kalamazoo Christian,4248,4020,['153062'],['156964'],7-5 6-2,2025-09-26T05:01:00,2841867.0,2841868.0,3877.0,708.0
1420971,Boys,Singles,2,Ezra Smith,Blake Magyar,Allegan,Niles Brandywine,3983,4375,['133753'],['111446'],6-1 6-1,2025-09-26T05:01:00,2841871.0,2841872.0,3877.0,708.0
1421164,Boys,Singles,3,Carson Wooodhams,Brielle Rhew,Allegan,New Buffalo / Bridgman / Lake Michigan Catholic (LMC),3983,4091,['153938'],['136180'],8-0,2025-09-26T05:01:00,2842258.0,2842257.0,3877.0,708.0
1421165,Boys,Singles,3,Max Hanny,Jaret Seddon,South Haven,Buchanan,4446,4433,['156572'],['134327'],8-5,2025-09-26T05:01:00,2842260.0,2842259.0,3877.0,708.0
1421168,Boys,Singles,2,Phil Seo,Jonathan Bevevino,Berrien Springs,South Haven,3877,4446,['111715'],['136385'],6-0 6-2,2025-09-26T05:01:00,2842265.0,2842266.0,3877.0,708.0
1421178,Boys,Singles,2,Ezra Smith,Noah Ray,Allegan,Kalamazoo Hackett Catholic Prep,3983,4248,['133753'],['153062'],7-5 6-0,2025-09-26T05:01:00,2842286.0,2842285.0,3877.0,708.0
1421180,Boys,Singles,2,Ian Riggs,Blake Magyar,Kalamazoo Christian,Niles Brandywine,4020,4375,['156964'],['111446'],8-3,2025-09-26T05:01:00,2842289.0,2842290.0,3877.0,708.0
1421268,Boys,Singles,1,Euji Son,Luke De Jong,Berrien Springs,Kalamazoo Christian,3877,4020,['154001'],['134091'],6-1 6-1,2025-09-26T05:01:00,2842465.0,2842466.0,3877.0,708.0
1421269,Boys,Singles,1,Ryder Richard,Dean Wegner,Niles Brandywine,Buchanan,4375,4433,['112616'],['114764'],6-4 6-2,2025-09-26T05:01:00,2842467.0,2842468.0,3877.0,708.0
1421270,Boys,Singles,1,Silas Neldon,Max Verseput,Allegan,South Haven,3983,4446,['111539'],['113976'],6-3 4-6 6-4,2025-09-26T05:01:00,2842469.0,2842470.0,3877.0,708.0
